event_record_id,event_id,event_date_id,site_id,person_id,equipment_id,activity_id,cause_id,event_type,severity_class,process_safety_tier,recordable_flag,lost_time_flag,fatality_count,days_lost,restricted_days,spill_volume_l,incident_cost_usd,downtime_hours,regulator_reportable_flag
4493,HSE-2022-004493,20220112,3,0,0,47,10,Near Miss,High Potential,N/A,FALSE,No,0,0,0,0.0,88.12,0.09,0
4494,HSE-2026-004494,20260327,1,0,430,56,30,Unsafe Condition,Low,N/A,N,N,0,0,0,0.0,48.73,0.11,0
4495,HSE-2024-004495,20240805,3,2479,144,18,22,Unsafe Condition,Low,N/A,0,N,0,0,0,0.0,107.48,0.21,0
4496,HSE-2024-004496,20240914,8,707,0,33,27,Near Miss,High Potential,N/A,N,N,0,0,0,0.0,75.48,0.09,0
4497,HSE-2026-004497,20260415,4,2360,0,18,15,Unsafe Condition,Low,N/A,N,N,0,0,0,0.0,38.7,0.01,0
4498,HSE-2022-004498,20220812,9,268,0,3,3,Lost Time Injury,Major,N/A,Y,TRUE,0,21,0,0.0,198103.49,39.84,1
4499,HSE-2026-004499,20260330,9,1527,0,29,14,Near Miss,High Potential,N/A,No,No,0,0,0,0.0,63.99,0.06,0
4500,HSE-2023-004500,20230827,2,686,500,15,3,First Aid Case,Low,N/A,No,0,0,0,0,0.0,131.53,0.08,0
4501,HSE-2024-004501,20240416,11,818,21,29,26,Process Safety Event,High,Tier 2,No,0,0,0,0,14039.29,357385.07,209.99,0
4502,HSE-2024-004502,20240216,3,1215,71,58,29,Lost Time Injury,Major,N/A,Yes,Yes,0,7,0,0.0,202752.37,45.34,1
4503,HSE-2022-004503,20220414,5,1324,50,50,22,Environmental Non-Conformance,Moderate,N/A,FALSE,N,0,0,0,16.82,1231.9,0.93,1
4504,HSE-2025-004504,20250704,1,244,283,30,14,Property Damage,Moderate,N/A,N,No,0,0,0,0.0,13425.07,1.47,0
4505,HSE-2024-004505,20241010,4,2218,380,4,12,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,62.97,0.22,0
4506,HSE-2022-004506,20221104,5,1598,488,2,24,Medical Treatment Case,Moderate,N/A,1,N,0,0,0,0.0,3226.72,0.55,0
4507,HSE-2022-004507,20220515,10,2282,360,44,1,First Aid Case,Low,N/A,0,No,0,0,0,0.0,463.17,2.47,0
4508,HSE-2024-004508,20240422,1,495,422,60,5,Process Safety Event,High,Tier 2,FALSE,0,0,0,0,57.22,18731.82,1.73,0
4509,HSE-2026-004509,20260109,3,0,296,8,11,Property Damage,Moderate,N/A,No,No,0,0,0,0.0,16991.23,25.07,0
4510,HSE-2023-004510,20231223,1,1563,0,4,24,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,135.36,0.11,0
4511,HSE-2021-004511,20211231,3,2416,294,32,7,Property Damage,Moderate,N/A,No,N,0,0,0,0.0,84415.15,9.24,0
4512,HSE-2024-004512,20241025,12,663,0,11,24,Vehicle Incident / Accident,Moderate,N/A,N,No,0,0,0,0.0,10070.03,1.75,0
4513,HSE-2026-004513,20260513,7,1737,0,46,1,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,156.48,0.29,0
4514,HSE-2022-004514,20221230,9,1693,0,4,15,Restricted Work Case,Moderate,N/A,1,N,0,0,3,0.0,3522.69,1.64,0
4515,HSE-2023-004515,20230115,4,341,0,51,2,Restricted Work Case,Moderate,N/A,TRUE,FALSE,0,0,6,0.0,64334.65,37.03,0
4516,HSE-2024-004516,20241120,8,1825,0,4,24,near-miss,High Potential,N/A,N,0,0,0,0,0.0,172.38,0.19,0
4517,HSE-2025-004517,20251110,1,920,0,4,8,Lost Time Injury,Major,N/A,Yes,TRUE,0,37,0,0.0,89155.37,25.33,1
4518,HSE-2021-004518,20210315,6,1300,191,15,15,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,90.63,0.06,0
4519,HSE-2021-004519,20211111,1,497,0,47,1,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,92.62,0.04,0
4520,HSE-2021-004520,20210825,2,0,9,29,14,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,61.57,0.3,0
4521,HSE-2022-004521,20220608,4,1344,0,1,9,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,94.15,0.04,0
4522,HSE-2025-004522,20250701,3,0,0,28,17,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,67.51,0.08,0
4523,HSE-2025-004523,20250223,11,1035,74,27,21,Near Miss,High Potential,N/A,0,FALSE,0,0,0,0.0,24.51,0.08,0
4524,HSE-2021-004524,20210101,8,1578,0,46,19,Near Miss,High Potential,N/A,No,No,0,0,0,0.0,62.79,0.1,0
4525,HSE-2025-004525,20250430,4,1996,471,27,28,Medical Treatment Case,Moderate,N/A,Y,0,0,0,0,0.0,1847.4,0.56,0
4526,HSE-2023-004526,20230516,10,2172,83,40,12,Process Safety Event,High,Tier 1,0,No,0,0,0,1366.76,66081.98,109.65,1
4527,HSE-2021-004527,20210731,3,0,0,60,6,Near Miss,High Potential,N/A,0,N,0,0,0,0.0,167.89,0.26,0
4528,HSE-2022-004528,20221129,2,1601,236,46,12,Lost Time Injury,Major,N/A,1,TRUE,0,27,0,0.0,65763.8,8.74,1
4529,HSE-2022-004529,20220304,2,1932,0,28,14,Unsafe Condition,Low,N/A,0,FALSE,0,0,0,0.0,59.32,0.31,0
4530,HSE-2026-004530,20260604,7,620,27,57,24,First Aid Case,Low,N/A,0,No,0,0,0,0.0,167.21,0.13,0
4531,HSE-2025-004531,20250324,7,1021,130,42,18,Vehicle Incident / Accident,Moderate,N/A,FALSE,0,0,0,0,0.0,36526.55,13.74,0
4532,HSE-2025-004532,20250821,5,0,0,33,4,Occupational Illness,Moderate,N/A,1,N,0,0,15 days,0.0,8315.64,1.05,0
4533,HSE-2023-004533,20231008,1,189,207,10,9,Unsafe Condition,Low,N/A,0,0,0,0,0,0.0,58.02,0.8,0
4534,HSE-2023-004534,20230114,5,2259,219,56,9,First Aid Case,Low,N/A,FALSE,0,0,0,0,0.0,53.0,0.52,0
4535,HSE-2023-004535,20230313,12,422,0,18,22,Environmental Non-Conformance,Moderate,N/A,0,0,0,0,0,4.28,940.22,0.35,1
4536,HSE-2024-004536,20240710,10,2438,0,20,25,Unsafe Condition,Low,N/A,No,0,0,0,0,0.0,28.66,0.43,0
4537,HSE-2023-004537,20230111,1,288,445,32,3,Near Miss,High Potential,N/A,No,0,0,0,0,0.0,82.91,0.19,0
4538,HSE-2021-004538,20210104,4,144,0,17,3,First Aid Case,Low,N/A,FALSE,N,0,0,0,0.0,62.49,0.53,0
4539,HSE-2024-004539,20240210,4,0,138,56,16,Spill / Release,High,N/A,0,N,0,0,0,19.29,8669.9,8.93,1
4540,HSE-2023-004540,20230705,4,1960,380,15,4,Unsafe Condition,Low,N/A,N,N,0,0,0,0.0,34.26,0.37,0
4541,HSE-2026-004541,20260207,9,587,465,45,17,First Aid Case,Low,N/A,0,0,0,0,0,0.0,142.62,0.08,0
4542,HSE-2022-004542,20220609,5,0,219,57,21,Property Damage,Moderate,N/A,0,FALSE,0,0,0,0.0,36234.7,14.27,0
4543,HSE-2024-004543,20240406,2,1190,156,32,4,Vehicle Incident / Accident,Moderate,N/A,0,N,0,0,0,0.0,15837.59,16.22,0
4544,HSE-2025-004544,20251211,1,608,417,35,28,Spill / Release,High,N/A,No,No,0,0,0,162.0,8494.92,6.97,1
4545,HSE-2023-004545,20230623,3,1057,33,35,17,First Aid Case,Low,N/A,N,0,0,0,0,0.0,67.07,0.21,0
4546,HSE-2024-004546,20240608,7,297,0,16,22,First Aid Case,Low,N/A,FALSE,FALSE,0,0,0,0.0,132.67,0.28,0
4547,HSE-2025-004547,20250311,2,225,585,48,14,Medical Treatment Case,Moderate,N/A,Yes,No,0,0,0,0.0,27512.43,8.33,0
4548,HSE-2026-004548,20260514,8,1,591,54,18,First Aid Case,Low,N/A,FALSE,N,0,0,0,0.0,154.01,0.44,0
4549,HSE-2025-004549,20251201,7,1383,0,10,16,First Aid Case,Low,N/A,0,0,0,0,0,0.0,94.11,0.03,0
4550,HSE-2023-004550,20230616,6,142,0,27,27,Environmental Non-Conformance,Moderate,N/A,No,No,0,0,0,2450.71,29250.72,4.56,1
4551,HSE-2023-004551,20230301,7,397,0,57,23,Near Miss,High Potential,N/A,N,No,0,0,0,0.0,76.51,0.03,0
4552,HSE-2025-004552,20251125,4,1384,0,12,23,Unsafe Condition,Low,N/A,0,N,0,0,0,0.0,134.16,0.24,0
4553,HSE-2023-004553,20230801,7,1612,0,28,14,Near Miss,High Potential,N/A,0,FALSE,0,0,0,0.0,61.09,0.32,0
4554,HSE-2026-004554,20260804,3,1895,372,28,3,Occupational Illness,Moderate,N/A,Y,0,0,0,7,0.0,3945.1,0.54,0
4555,HSE-2023-004555,20230213,3,0,296,43,22,Process Safety Event,High,Tier 2,0,FALSE,0,0,0,11916.22,281328.63,14.63,0
4556,HSE-2025-004556,20250124,9,1331,162,46,16,Spill / Release,High,Tier 3,0,No,0,0,0,201.15,14065.57,26.73,1
4557,HSE-2026-004557,20260131,5,1334,117,23,27,Spill / Release,High,Tier 2,0,No,0,0,0,1836.2,23145.43,24.44,1
4558,HSE-2021-004558,20211101,8,1712,554,36,6,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,44.88,0.34,0
4559,HSE-2022-004559,20220722,11,827,229,17,12,Spill / Release,High,Tier 3,FALSE,FALSE,0,0,0,36.42,5472.31,24.91,1
4560,HSE-2024-004560,20241011,2,669,0,46,6,Spill / Release,High,N/A,N,No,0,0,0,72.85,10121.22,2.15,1
4561,HSE-2025-004561,20250325,4,1528,0,51,13,Fatality,Catastrophic,N/A,Yes,FALSE,1,0,0,0.0,7429118.29,240.0,1
4562,HSE-2025-004562,20250513,3,565,0,34,2,Near Miss,High Potential,N/A,FALSE,N,0,0,0,0.0,203.98,0.42,0
4563,HSE-2024-004563,20240927,7,1458,0,45,28,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,74.38,0.04,0
4564,HSE-2025-004564,20250501,9,2291,392,25,24,Property Damage,Moderate,N/A,0,No,0,0,0,0.0,13237.7,13.06,0
4565,HSE-2024-004565,20240804,7,881,593,29,27,Near Miss,High Potential,N/A,N,N,0,0,0,0.0,163.07,0.56,0
4566,HSE-2023-004566,20230221,4,0,246,5,12,Spill / Release,High,Tier 2,FALSE,FALSE,0,0,0,1804.12,45061.71,10.42,1
4567,HSE-2022-004567,20220425,6,0,210,44,6,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,23.12,0.46,0
4568,HSE-2021-004568,20210219,2,2283,0,11,27,First Aid Case,Low,N/A,N,No,0,0,0,0.0,97.12,0.33,0
4569,HSE-2026-004569,20260707,11,2479,0,18,22,Near Miss,High Potential,N/A,FALSE,N,0,0,0,0.0,171.8,0.37,0
4570,HSE-2025-004570,20250103,2,2494,244,53,4,Property Damage,Moderate,N/A,0,0,0,0,0,0.0,10812.84,11.83,0
4571,HSE-2024-004571,20240210,5,181,386,35,8,Spill / Release,High,Tier 2,N,FALSE,0,0,0,1484.64,44788.74,51.66,1
4572,HSE-2024-004572,20240715,3,371,367,45,14,Spill / Release,High,N/A,0,0,0,0,0,120.39,11436.9,13.81,1
4573,HSE-2024-004573,20241121,6,1514,438,3,10,Occupational Illness,Moderate,N/A,Y,N,0,0,8,0.0,22828.06,1.71,0
4574,HSE-2025-004574,20251117,11,2166,163,42,7,Unsafe Condition,Low,N/A,No,No,0,0,0,0.0,46.32,0.13,0
4575,HSE-2026-004575,20260710,4,2283,355,49,10,Unsafe Condition,Low,N/A,No,0,0,0,0,0.0,47.32,0.18,0
4576,HSE-2021-004576,20210129,11,0,68,8,15,Unsafe Condition,Low,N/A,N,0,0,0,0,0.0,162.74,0.58,0
4577,HSE-2023-004577,20230228,4,0,0,16,5,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,22.3,0.51,0
4578,HSE-2024-004578,20240507,2,1830,0,13,11,Vehicle Incident / Accident,Moderate,N/A,0,0,0,0,0,0.0,14900.48,5.34,0
4579,HSE-2024-004579,20240924,1,1721,424,18,28,Property Damage,Moderate,N/A,FALSE,N,0,0,0,0.0,9168.24,11.09,0
4580,HSE-2022-004580,20220516,11,0,0,54,21,Unsafe Condition,Low,N/A,0,N,0,0,0,0.0,41.29,0.23,0
4581,HSE-2025-004581,20251215,8,792,0,16,7,Restricted Work Case,Moderate,N/A,Y,N,0,0,21,0.0,17382.8,8.5,0
4582,HSE-2023-004582,20230228,9,2297,0,42,21,Near Miss,High Potential,N/A,N,0,0,0,0,0.0,263.42,0.24,0
4583,HSE-2025-004583,20250729,7,1208,0,17,22,Medical Treatment Case,Moderate,N/A,1,FALSE,0,0,0,0.0,1680.43,0.9,0
4584,HSE-2025-004584,20250623,2,1485,341,29,3,Spill / Release,High,N/A,0,No,0,0,0,7835.88,186005.46,74.5,1
4585,HSE-2025-004585,20250819,4,1605,335,51,29,Spill / Release,High,Tier 1,0,0,0,0,0,559.69,24295.97,19.86,1
4586,HSE-2022-004586,20220502,11,1210,0,19,25,Medical Treatment Case,Moderate,N/A,TRUE,N,0,0,0,0.0,3502.39,2.9,0
4587,HSE-2025-004587,20250711,4,1369,252,41,28,Vehicle Incident / Accident,Moderate,N/A,FALSE,0,0,0,0,0.0,19831.32,1.44,0
4588,HSE-2026-004588,20260223,2,959,236,11,7,Restricted Work Case,Moderate,N/A,TRUE,No,0,0,18,0.0,7455.75,5.37,0
4589,HSE-2023-004589,20230507,11,439,0,50,17,Medical Treatment Case,Moderate,N/A,Yes,0,0,0,0,0.0,10723.66,13.37,0
4590,HSE-2025-004590,20251014,7,1609,0,16,14,First Aid Case,Low,N/A,N,No,0,0,0,0.0,484.27,0.15,0
4591,HSE-2021-004591,20211220,10,2486,379,21,23,Near Miss,High Potential,N/A,N,0,0,0,0,0.0,151.78,0.35,0
4592,HSE-2025-004592,20250105,2,1048,244,45,6,Property Damage,Moderate,N/A,N,N,0,0,0,0.0,9035.43,20.23,0
4593,HSE-2021-004593,20210420,11,1653,82,6,3,Process Safety Event,High,Tier 2,No,FALSE,0,0,0,18785.24,447330.01,63.79,0
4594,HSE-2022-004594,20221223,3,0,0,4,15,Near Miss,High Potential,N/A,FALSE,0,0,0,0,0.0,30.65,0.1,0
4595,HSE-2025-004595,20251224,8,838,0,31,24,Occupational Illness,Moderate,N/A,1,N,0,0,13,0.0,21124.56,3.21,0
4596,HSE-2021-004596,20210427,8,817,60,47,17,Unsafe Condition,Low,N/A,0,FALSE,0,0,0,0.0,99.24,0.59,0
4597,HSE-2024-004597,20240219,7,0,112,24,21,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,34.59,0.43,0
4598,HSE-2024-004598,20241023,8,154,0,58,30,Lost Time Injury,Major,N/A,TRUE,Yes,0,26,0,0.0,137266.7,106.0,1
4599,HSE-2022-004599,20220801,7,0,0,7,9,Unsafe Condition,Low,N/A,No,No,0,0,0,0.0,45.81,0.13,0
4600,HSE-2024-004600,20240306,4,2030,0,45,29,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,45.09,0.02,0
4601,HSE-2025-004601,20250720,12,0,0,7,11,Spill / Release,High,Tier 2,N,0,0,0,0,1139.09,31056.2,15.21,1
4602,HSE-2021-004602,20210325,7,893,130,52,19,Unsafe Condition,Low,N/A,0,N,0,0,0,0.0,49.62,0.13,0
4603,HSE-2026-004603,20260520,4,1120,376,17,30,Vehicle Incident / Accident,Moderate,N/A,0,0,0,0,0,0.0,8465.02,1.02,0
4604,HSE-2022-004604,20220522,11,2205,342,1,23,First Aid Case,Low,N/A,N,N,0,0,0,0.0,285.74,0.68,0
4605,HSE-2025-004605,20251229,9,1540,0,46,14,First Aid Case,Low,N/A,No,0,0,0,0,0.0,303.71,0.19,0
4606,HSE-2024-004606,20240226,5,2130,298,12,1,Unsafe Condition,Low,N/A,No,No,0,0,0,0.0,116.48,0.67,0
4607,HSE-2024-004607,20240506,10,1005,0,3,3,First Aid Case,Low,N/A,N,No,0,0,0,0.0,186.07,0.24,0
4608,HSE-2024-004608,20240225,2,0,467,17,12,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,34.82,0.19,0
4609,HSE-2021-004609,20210803,4,1477,258,53,28,Occupational Illness,Moderate,N/A,TRUE,0,0,0,6 days,0.0,7088.31,1.78,0
4610,HSE-2026-004610,20260711,2,918,322,18,19,Unsafe Condition,Low,N/A,N,0,0,0,0,0.0,53.54,0.12,0
4611,HSE-2023-004611,20231007,11,0,126,15,23,Spill / Release,High,Tier 3,No,FALSE,0,0,0,150.95,7659.99,11.65,1
4612,HSE-2022-004612,20220918,4,2415,525,18,4,Property Damage,Moderate,N/A,No,N,0,0,0,0.0,17805.12,22.13,0
4613,HSE-2021-004613,20211228,1,1949,445,48,1,Lost Time Injury,Major,N/A,1,Y,0,56,0,0.0,27849.09,21.41,1
4614,HSE-2022-004614,20220314,10,2116,1,27,13,Environmental Non-Conformance,Moderate,N/A,No,No,0,0,0,2.68,1085.94,0.97,1
4615,HSE-2021-004615,20210209,1,0,0,20,6,Near Miss,High Potential,N/A,FALSE,0,0,0,0,0.0,82.72,0.02,0
4616,HSE-2021-004616,20210920,1,0,0,19,4,Near Miss,High Potential,N/A,No,N,0,0,0,0.0,42.69,0.09,0
4617,HSE-2022-004617,20220119,1,0,259,43,12,Unsafe Condition,Low,N/A,N,No,0,0,0,0.0,21.32,0.37,0
4618,HSE-2023-004618,20230422,8,2464,432,52,21,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,29.87,0.1,0
4619,HSE-2025-004619,20250127,6,1674,34,29,14,Spill / Release,High,N/A,FALSE,FALSE,0,0,0,2056.2,33071.66,26.23,1
4620,HSE-2025-004620,20251119,5,0,0,30,9,Spill / Release,High,N/A,N,No,0,0,0,193.04,9143.41,9.22,1
4621,HSE-2021-004621,20210513,3,2186,11,17,15,Spill / Release,High,N/A,N,FALSE,0,0,0,1674.99,56080.1,21.46,1
4622,HSE-2023-004622,20230604,2,2078,500,47,22,Restricted Work Case,Moderate,N/A,Yes,No,0,0,18,0.0,25423.38,3.06,0
4623,HSE-2022-004623,20220927,6,0,0,37,24,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,36.71,0.3,0
4624,HSE-2023-004624,20230519,3,2158,529,45,15,Process Safety Event,High,Tier 2,0,No,0,0,0,136.75,24561.91,7.56,0
4625,HSE-2024-004625,20240527,6,1608,589,57,8,Spill / Release,High,Tier 3,No,0,0,0,0,993.93,24036.98,30.07,1
4626,HSE-2021-004626,20211101,1,850,283,43,23,Near Miss,High Potential,N/A,FALSE,No,0,0,0,0.0,232.25,0.2,0
4627,HSE-2026-004627,20260720,8,997,0,54,10,Unsafe Condition,Low,N/A,FALSE,0,0,0,0,0.0,58.15,0.2,0
4628,HSE-2022-004628,20220618,6,1129,0,18,8,Vehicle Incident / Accident,Moderate,N/A,0,0,0,0,0,0.0,65007.99,36.61,0
4629,HSE-2024-004629,20241026,10,1664,0,25,15,Unsafe Condition,Low,N/A,0,0,0,0,0,0.0,54.5,0.22,0
4630,HSE-2024-004630,20240612,3,2375,0,18,10,Spill / Release,High,Tier 1,FALSE,FALSE,0,0,0,145.51,4067.89,2.97,1
4631,HSE-2022-004631,20220206,1,0,357,38,26,First Aid Case,Low,N/A,N,FALSE,0,0,0,0.0,173.84,0.2,0
4632,HSE-2023-004632,20230823,9,1348,546,33,7,Spill / Release,High,N/A,N,No,0,0,0,56.03,4826.2,4.23,1
4633,HSE-2025-004633,20251006,4,139,0,25,30,Lost Time Injury,Major,N/A,1,TRUE,0,24,0,0.0,45404.29,4.12,1
4634,HSE-2024-004634,20240723,4,1792,0,13,12,Vehicle Incident / Accident,Moderate,N/A,No,FALSE,0,0,0,0.0,7302.24,3.26,0
4635,HSE-2023-004635,20231016,8,0,46,6,5,Unsafe Condition,Low,N/A,FALSE,FALSE,0,0,0,0.0,111.88,0.16,0
4636,HSE-2022-004636,20220801,10,421,218,46,11,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,39.33,0.24,0
4637,HSE-2022-004637,20220214,6,0,273,43,2,Near Miss,High Potential,N/A,N,0,0,0,0,0.0,102.77,0.14,0
4638,HSE-2022-004638,20220130,9,1005,92,41,8,spill release,High,Tier 1,No,No,0,0,0,1079.27,34006.48,11.7,1
4639,HSE-2024-004639,20240909,8,1860,179,25,9,Spill / Release,High,Tier 2,No,0,0,0,0,8521.99,100132.97,166.7,1
4640,HSE-2023-004640,20230818,2,493,0,54,5,First Aid Case,Low,N/A,0,N,0,0,0,0.0,124.93,0.08,0
4641,HSE-2026-004641,20260727,8,1860,86,27,14,Environmental Non-Conformance,Moderate,N/A,No,0,0,0,0,92.53,3953.17,5.21,1
4642,HSE-2024-004642,20240416,3,268,0,46,28,Near Miss,High Potential,N/A,No,0,0,0,0,0.0,174.78,0.42,0
4643,HSE-2023-004643,20231109,4,21,0,47,8,Lost Time Injury,Major,N/A,Y,TRUE,0,46,0,0.0,79826.2,14.65,1
4644,HSE-2023-004644,20230528,1,1551,29,52,24,Property Damage,Moderate,N/A,FALSE,0,0,0,0,0.0,63531.68,36.06,0
4645,HSE-2022-004645,20220919,8,1021,51,41,18,Vehicle Incident / Accident,Moderate,N/A,N,No,0,0,0,0.0,9607.71,2.61,0
4646,HSE-2026-004646,20260627,1,1586,187,60,11,Near Miss,High Potential,N/A,FALSE,No,0,0,0,0.0,94.36,0.06,0
4647,HSE-2025-004647,20251120,3,1471,99,36,9,Vehicle Incident / Accident,Moderate,N/A,FALSE,FALSE,0,0,0,0.0,21432.98,1.58,0
4648,HSE-2022-004648,20220515,12,0,0,31,6,Near Miss,High Potential,N/A,0,N,0,0,0,0.0,26.47,0.12,0
4649,HSE-2024-004649,20241102,4,769,209,5,23,Fire / Explosion,Major,Tier 2,N,0,0,0,0,0.0,527193.15,82.49,1
4650,HSE-2026-004650,20260305,5,2152,0,46,22,First Aid Case,Low,N/A,0,N,0,0,0,0.0,232.91,0.21,0
4651,HSE-2023-004651,20230410,9,544,0,54,26,Near Miss,High Potential,N/A,N,0,0,0,0,0.0,31.25,0.08,0
4652,HSE-2021-004652,20210601,4,738,0,15,19,Near Miss,High Potential,N/A,No,0,0,0,0,0.0,143.89,0.07,0
4653,HSE-2022-004653,20221219,5,764,0,17,19,Unsafe Condition,Low,N/A,N,N,0,0,0,0.0,50.84,0.15,0
4654,HSE-2024-004654,20240726,10,125,0,25,12,Near Miss,High Potential,N/A,FALSE,N,0,0,0,0.0,87.48,0.02,0
4655,HSE-2021-004655,20210320,1,319,0,37,24,Medical Treatment Case,Moderate,N/A,TRUE,FALSE,0,0,0,0.0,6207.46,18.58,0
4656,HSE-2026-004656,20260603,7,587,388,2,9,Near Miss,High Potential,N/A,No,No,0,0,0,0.0,67.37,0.24,0
4657,HSE-2025-004657,20250726,1,1165,222,33,26,Near Miss,High Potential,N/A,0,N,0,0,0,0.0,103.6,0.26,0
4658,HSE-2023-004658,20230415,7,1269,15,46,7,Medical Treatment Case,Moderate,N/A,Yes,N,0,0,0,0.0,9977.72,14.19,0
4659,HSE-2021-004659,20210927,3,987,433,52,22,First Aid Case,Low,N/A,No,No,0,0,0,0.0,81.36,0.03,0
4660,HSE-2023-004660,20231025,10,0,295,10,21,Unsafe Condition,Low,N/A,N,N,0,0,0,0.0,59.34,1.25,0
4661,HSE-2024-004661,20240516,10,28,0,34,10,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,19.89,0.27,0
4662,HSE-2022-004662,20220906,7,0,0,42,8,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,25.46,0.63,0
4663,HSE-2023-004663,20230924,1,0,377,52,5,Property Damage,Moderate,N/A,FALSE,FALSE,0,0,0,0.0,9355.85,12.65,0
4664,HSE-2025-004664,20251228,8,968,266,17,24,medical treatment case,Moderate,N/A,Yes,FALSE,0,0,0,0.0,3180.22,2.35,0
4665,HSE-2021-004665,20211211,7,717,0,16,15,Unsafe Condition,Low,N/A,N,No,0,0,0,0.0,27.88,0.11,0
4666,HSE-2026-004666,20260303,7,683,270,23,11,Vehicle Incident / Accident,Moderate,N/A,0,No,0,0,0,0.0,33507.93,4.84,0
4667,HSE-2022-004667,20221108,1,1746,503,24,18,Spill / Release,High,N/A,No,No,0,0,0,21.44,10536.77,10.53,1
4668,HSE-2025-004668,20251117,7,2075,0,4,2,Environmental Non-Conformance,Moderate,N/A,0,No,0,0,0,12.34,2186.45,0.68,1
4669,HSE-2024-004669,20241216,10,1136,573,12,4,Near Miss,High Potential,N/A,0,N,0,0,0,0.0,65.81,0.12,0
4670,HSE-2021-004670,20210605,4,1796,0,49,7,Unsafe Condition,Low,N/A,0,N,0,0,0,0.0,16.59,0.29,0
4671,HSE-2025-004671,20250916,3,858,0,36,1,First Aid Case,Low,N/A,0,N,0,0,0,0.0,284.86,0.9,0
4672,HSE-2022-004672,20220501,3,770,0,28,16,Medical Treatment Case,Moderate,N/A,Y,FALSE,0,0,0,0.0,1720.02,0.35,0
4673,HSE-2023-004673,20230129,3,2226,78,37,14,Spill / Release,High,Tier 2,N,No,0,0,0,801.14,28073.91,12.38,1
4674,HSE-2023-004674,20231010,1,0,0,12,25,Near Miss,High Potential,N/A,No,N,0,0,0,0.0,95.33,0.64,0
4675,HSE-2025-004675,20250814,3,1537,407,43,9,Spill / Release,High,N/A,0,No,0,0,0,853.53,44458.59,32.05,1
4676,HSE-2024-004676,20240922,4,128,0,24,7,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,37.51,0.25,0
4677,HSE-2025-004677,20250623,8,721,387,32,28,Environmental Non-Conformance,Moderate,N/A,0,N,0,0,0,45.99,2930.73,1.22,1
4678,HSE-2024-004678,20241008,4,1297,45,15,5,First Aid Case,Low,N/A,N,N,0,0,0,0.0,95.65,0.12,0
4679,HSE-2024-004679,20240728,7,1942,0,27,27,MTC,Moderate,N/A,Yes,No,0,0,0,0.0,3199.37,3.82,0
4680,HSE-2023-004680,20231206,1,1686,565,43,27,Medical Treatment Case,Moderate,N/A,Yes,FALSE,0,0,0,0.0,2738.49,1.26,0
4681,HSE-2025-004681,20251018,7,187,0,25,20,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,29.37,0.29,0
4682,HSE-2021-004682,20211115,4,1344,441,43,12,Environmental Non-Conformance,Moderate,N/A,0,N,0,0,0,20.18,2881.21,1.26,1
4683,HSE-2023-004683,20230913,7,409,0,43,2,Unsafe Condition,Low,N/A,No,N,0,0,0,0.0,53.14,0.09,0
4684,HSE-2023-004684,20231019,4,2323,288,38,1,First Aid Case,Low,N/A,N,FALSE,0,0,0,0.0,75.53,0.09,0
4685,HSE-2025-004685,20250106,11,1195,0,51,14,Lost Time Injury,Major,N/A,TRUE,Yes,0,36,0,0.0,77361.71,7.21,1
4686,HSE-2024-004686,20240911,3,1587,115,18,26,Spill / Release,High,Tier 3,FALSE,N,0,0,0,115.22,12396.95,11.76,1
4687,HSE-2026-004687,20260323,3,0,0,55,18,Medical Treatment Case,Moderate,N/A,Y,No,0,0,0,0.0,3829.84,2.71,0
4688,HSE-2026-004688,20260523,7,0,180,10,15,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,66.91,0.12,0
4689,HSE-2022-004689,20221114,3,0,436,24,23,Process Safety Event,High,Tier 3,No,FALSE,0,0,0,1471.28,77568.56,4.77,0
4690,HSE-2024-004690,20240923,4,2429,0,59,14,Unsafe Condition,Low,N/A,No,No,0,0,0,0.0,23.33,0.02,0
4691,HSE-2026-004691,20260118,4,2462,552,16,22,Vehicle Incident / Accident,Moderate,N/A,N,FALSE,0,0,0,0.0,12944.85,11.08,0
