equipment_id,asset_id,asset_type,criticality,install_year,asset_age_years,maintenance_status,inspection_status,home_site_id
360,AST-10-00360,Pipeline Segment,A - Critical,2026,0,Good,Due within 30 days,10
361,AST-10-00361,Pipeline Segment,C - General,2017,9,Maintenance Due,Due within 30 days,10
362,AST-05-00362,Pressure Vessel,C - General,2005,21,Overdue,In Date,5
363,AST-09-00363,Firewater Pump,C - General,2022,4,Good,In Date,9
364,AST-06-00364,Control Valve,C - General,2024,2,Good,Overdue,6
365,AST-03-00365,Firewater Pump,C - General,1998,28,Good,In Date,3
366,AST-05-00366,Firewater Pump,B - Important,2007,19,Overdue,Due within 30 days,5
367,AST-03-00367,Compressor,A - Critical,2013,13,Monitor,In Date,3
368,AST-11-00368,Separator,A - Critical,2011,15,Maintenance Due,In Date,11
369,AST-04-00369,Firewater Pump,A - Critical,2016,10,Good,In Date,4
370,AST-05-00370,Forklift,A - Critical,2007,19,Maintenance Due,Not Applicable,5
371,AST-09-00371,Control Valve,C - General,2013,13,Overdue,In Date,9
372,AST-03-00372,Forklift,C - General,2019,7,Good,In Date,3
373,AST-04-00373,Gas Detector,B - Important,2019,7,Good,In Date,4
374,AST-03-00374,Compressor,A - Critical,2008,18,Overdue,Due within 30 days,3
375,AST-09-00375,Heat Exchanger,C - General,2017,9,Good,In Date,9
376,AST-04-00376,Control Valve,A - Critical,2022,4,Good,In Date,4
377,AST-01-00377,Gas Detector,A - Critical,2012,14,Maintenance Due,In Date,1
378,AST-06-00378,Forklift,A - Critical,2009,17,Good,In Date,6
379,AST-10-00379,Pipeline Segment,A - Critical,2024,2,Good,In Date,10
380,AST-04-00380,Centrifugal Pump,A - Critical,2005,21,Good,In Date,4
381,AST-08-00381,Centrifugal Pump,B - Important,2023,3,Good,In Date,8
382,AST-04-00382,Electrical Switchgear,B - Important,2006,20,Overdue,In Date,4
383,AST-06-00383,Truck,B - Important,2005,21,Overdue,In Date,6
384,AST-05-00384,Compressor,C - General,2026,0,Maintenance Due,Not Applicable,5
385,AST-04-00385,Forklift,B - Important,2013,13,Good,In Date,4
386,AST-05-00386,Storage Tank,C - General,2005,21,Good,In Date,5
387,AST-08-00387,Diesel Generator,A - Critical,1999,27,Good,Due within 30 days,8
388,AST-07-00388,Pressure Vessel,A - Critical,2010,16,Good,Due within 30 days,7
389,AST-05-00389,Storage Tank,C - General,1999,27,Good,In Date,5
390,AST-01-00390,Electrical Switchgear,C - General,2017,9,Good,In Date,1
391,AST-11-00391,Forklift,C - General,2018,8,Maintenance Due,In Date,11
392,AST-09-00392,Storage Tank,C - General,2008,18,Overdue,In Date,9
393,AST-09-00393,Control Valve,B - Important,2011,15,Overdue,Due within 30 days,9
394,AST-07-00394,Centrifugal Pump,A - Critical,2000,26,Overdue,In Date,7
395,AST-06-00395,Diesel Generator,A - Critical,2001,25,Overdue,In Date,6
396,AST-03-00396,Separator,A - Critical,2001,25,Good,In Date,3
397,AST-01-00397,Forklift,B - Important,2015,11,Good,In Date,1
398,AST-10-00398,Crane,A - Critical,2025,1,Good,Due within 30 days,10
399,AST-08-00399,Diesel Generator,B - Important,2003,23,Overdue,In Date,8
400,AST-10-00400,Separator,A - Critical,2003,23,Overdue,Due within 30 days,10
401,AST-09-00401,Storage Tank,C - General,2023,3,Good,Overdue,9
402,AST-11-00402,Diesel Generator,A - Critical,2021,5,Good,Overdue,11
403,AST-10-00403,Separator,C - General,2011,15,Good,In Date,10
404,AST-03-00404,Heat Exchanger,A - Critical,2002,24,Good,In Date,3
405,AST-03-00405,Pipeline Segment,C - General,2017,9,Good,In Date,3
406,AST-11-00406,Pipeline Segment,A - Critical,2016,10,Good,Due within 30 days,11
407,AST-03-00407,Crane,C - General,2019,7,Good,Due within 30 days,3
408,AST-08-00408,Crane,B - Important,2002,24,Overdue,Due within 30 days,8
409,AST-01-00409,Control Valve,B - Important,2007,19,Good,Not Applicable,1
410,AST-06-00410,Heat Exchanger,B - Important,2021,5,Overdue,In Date,6
411,AST-10-00411,Diesel Generator,C - General,2017,9,Maintenance Due,Due within 30 days,10
412,AST-07-00412,Control Valve,A - Critical,2005,21,Good,Due within 30 days,7
413,AST-08-00413,Separator,B - Important,2009,17,Maintenance Due,In Date,8
414,AST-06-00414,Compressor,A - Critical,2017,9,Overdue,In Date,6
415,AST-02-00415,Forklift,A - Critical,2012,14,Good,In Date,2
416,AST-08-00416,Pipeline Segment,B - Important,2009,17,Good,In Date,8
417,AST-01-00417,Control Valve,A - Critical,2012,14,Overdue,Overdue,1
418,AST-07-00418,Diesel Generator,A - Critical,2012,14,Good,Overdue,7
419,AST-06-00419,Diesel Generator,A - Critical,2017,9,Maintenance Due,In Date,6
420,AST-06-00420,Separator,C - General,2005,21,Overdue,Overdue,6
421,AST-01-00421,Gas Detector,C - General,2002,24,Good,Overdue,1
422,AST-01-00422,Heat Exchanger,A - Critical,2025,1,Overdue,Overdue,1
423,AST-03-00423,Forklift,C - General,2003,23,Maintenance Due,Due within 30 days,3
424,AST-01-00424,Truck,B - Important,2008,18,Overdue,Overdue,1
425,AST-11-00425,Storage Tank,A - Critical,2022,4,Good,Due within 30 days,11
426,AST-01-00426,Crane,A - Critical,2022,4,Good,In Date,1
427,AST-05-00427,Firewater Pump,B - Important,2010,16,Good,Due within 30 days,5
428,AST-04-00428,Heat Exchanger,B - Important,2009,17,Good,In Date,4
429,AST-08-00429,Separator,B - Important,2017,9,Good,In Date,8
430,AST-01-00430,Storage Tank,C - General,2022,4,Maintenance Due,In Date,1
431,AST-08-00431,Gas Detector,B - Important,2001,25,Overdue,In Date,8
432,AST-08-00432,Centrifugal Pump,C - General,2013,13,Good,In Date,8
433,AST-03-00433,Control Valve,A - Critical,2016,10,Good,In Date,3
434,AST-05-00434,Heat Exchanger,A - Critical,1998,28,Maintenance Due,In Date,5
435,AST-07-00435,Compressor,C - General,2006,20,Overdue,Overdue,7
436,AST-03-00436,Control Valve,A - Critical,2003,23,Overdue,Due within 30 days,3
437,AST-07-00437,Diesel Generator,B - Important,2023,3,Good,Due within 30 days,7
438,AST-06-00438,Truck,B - Important,2007,19,Maintenance Due,In Date,6
439,AST-08-00439,Gas Detector,B - Important,2001,25,Good,In Date,8
440,AST-11-00440,Control Valve,B - Important,2007,19,Good,Due within 30 days,11
441,AST-04-00441,Firewater Pump,C - General,2022,4,Good,In Date,4
442,AST-09-00442,Pressure Vessel,A - Critical,2023,3,Maintenance Due,In Date,9
443,AST-09-00443,Heat Exchanger,B - Important,2014,12,Good,In Date,9
444,AST-04-00444,Forklift,C - General,2001,25,Maintenance Due,In Date,4
445,AST-01-00445,Pipeline Segment,C - General,2013,13,Good,In Date,1
446,AST-07-00446,Pipeline Segment,B - Important,2003,23,Good,In Date,7
447,AST-07-00447,Electrical Switchgear,B - Important,2024,2,Maintenance Due,Overdue,7
448,AST-09-00448,Pipeline Segment,a - critical,2016,10,Good,Not Applicable,9
449,AST-09-00449,Pressure Vessel,A - Critical,2014,12,Good,In Date,9
450,AST-06-00450,Diesel Generator,A - Critical,2011,15,Good,In Date,6
451,AST-04-00451,Control Valve,A - Critical,2004,22,Overdue,In Date,4
452,AST-08-00452,Truck,C - General,2022,4,Maintenance Due,In Date,8
453,AST-03-00453,Storage Tank,C - General,2005,21,Maintenance Due,In Date,3
454,AST-09-00454,Truck,C - General,2001,25,Overdue,In Date,9
455,AST-09-00455,Forklift,A - Critical,2007,19,Overdue,Overdue,9
456,AST-11-00456,Compressor,C - General,2004,22,Maintenance Due,Due within 30 days,11
457,AST-04-00457,Compressor,B - Important,2026,0,Good,In Date,4
458,AST-07-00458,Centrifugal Pump,B - Important,2015,11,Maintenance Due,In Date,7
459,AST-04-00459,Electrical Switchgear,B - Important,2020,6,Good,Due within 30 days,4
460,AST-07-00460,Electrical Switchgear,A - Critical,2015,11,Monitor,In Date,7
461,AST-04-00461,Pipeline Segment,A - Critical,2023,3,Good,In Date,4
462,AST-10-00462,Compressor,B - Important,2026,0,Good,Not Applicable,10
463,AST-11-00463,Pressure Vessel,A - Critical,2006,20,Good,In Date,11
464,AST-02-00464,Crane,B - Important,2011,15,Monitor,In Date,2
465,AST-09-00465,Gas Detector,B - Important,2005,21,Maintenance Due,Overdue,9
466,AST-07-00466,Centrifugal Pump,B - Important,2014,12,Good,In Date,7
467,AST-02-00467,Compressor,A - Critical,2001,25,Monitor,In Date,2
468,AST-01-00468,Storage Tank,B - Important,2017,9,Good,In Date,1
469,AST-09-00469,Electrical Switchgear,A - Critical,2011,15,Good,In Date,9
470,AST-04-00470,Gas Detector,a - critical,2014,12,Good,Overdue,4
471,AST-04-00471,Centrifugal Pump,B - Important,2013,13,Maintenance Due,In Date,4
472,AST-03-00472,Pipeline Segment,B - Important,2024,2,Good,In Date,3
473,AST-11-00473,Control Valve,B - Important,2021,5,Good,In Date,11
474,AST-03-00474,Control Valve,A - Critical,2014,12,Overdue,Overdue,3
475,AST-06-00475,Firewater Pump,B - Important,2012,14,Overdue,In Date,6
476,AST-04-00476,Firewater Pump,B - Important,2013,13,Overdue,Overdue,4
477,AST-02-00477,Pipeline Segment,C - General,2023,3,Good,In Date,2
478,AST-09-00478,Storage Tank,B - Important,2005,21,Maintenance Due,In Date,9
479,AST-04-00479,Pipeline Segment,A - Critical,1998,28,Monitor,In Date,4
480,AST-03-00480,Firewater Pump,A - Critical,2018,8,Monitor,Overdue,3
481,AST-11-00481,Firewater Pump,B - Important,2009,17,Good,In Date,11
482,AST-02-00482,Pressure Vessel,A - Critical,2019,7,Good,In Date,2
483,AST-10-00483,Diesel Generator,A - Critical,2011,15,Maintenance Due,In Date,10
484,AST-10-00484,Storage Tank,A - Critical,2020,6,Overdue,In Date,10
485,AST-09-00485,Gas Detector,A - Critical,2006,20,Maintenance Due,Not Applicable,9
486,AST-07-00486,Truck,C - General,2023,3,Good,Not Applicable,7
487,AST-10-00487,Forklift,C - General,2011,15,Good,Due within 30 days,10
488,AST-05-00488,Forklift,C - General,2002,24,Overdue,In Date,5
489,AST-09-00489,Electrical Switchgear,B - Important,2017,9,Good,In Date,9
490,AST-11-00490,Diesel Generator,B - Important,2016,10,Monitor,In Date,11
491,AST-04-00491,Diesel Generator,A - Critical,2012,14,Good,In Date,4
492,AST-01-00492,Control Valve,C - General,2007,19,Overdue,In Date,1
493,AST-07-00493,Heat Exchanger,A - Critical,2001,25,Good,Overdue,7
494,AST-04-00494,Pressure Vessel,B - Important,2010,16,Good,In Date,4
495,AST-07-00495,Truck,B - Important,2016,10,Monitor,Due within 30 days,7
496,AST-04-00496,Crane,B - Important,2020,6,Good,In Date,4
497,AST-07-00497,Control Valve,C - General,2019,7,Good,In Date,7
498,AST-04-00498,Control Valve,B - Important,2005,21,Monitor,In Date,4
499,AST-03-00499,Compressor,A - Critical,2006,20,Good,Overdue,3
500,AST-02-00500,Pipeline Segment,A - Critical,2008,18,Good,In Date,2
501,AST-09-00501,Storage Tank,B - Important,2006,20,Good,In Date,9
502,AST-04-00502,Crane,A - Critical,2004,22,Good,Overdue,4
503,AST-01-00503,Firewater Pump,A - Critical,2000,26,Maintenance Due,In Date,1
504,AST-10-00504,Separator,A - Critical,2010,16,Good,In Date,10
505,AST-07-00505,Heat Exchanger,B - Important,2006,20,Good,In Date,7
506,AST-06-00506,Crane,B - Important,2005,21,Good,In Date,6
507,AST-11-00507,Compressor,B - Important,2024,2,Good,In Date,11
508,AST-02-00508,Gas Detector,A - Critical,1998,28,Good,Due within 30 days,2
509,AST-06-00509,Centrifugal Pump,B - Important,2005,21,Overdue,Due within 30 days,6
510,AST-06-00510,Storage Tank,B - Important,2010,16,Maintenance Due,Overdue,6
511,AST-01-00511,Diesel Generator,A - Critical,2020,6,Good,In Date,1
512,AST-06-00512,Gas Detector,A - Critical,2026,0,Good,Due within 30 days,6
513,AST-03-00513,Control Valve,B - Important,2017,9,Good,In Date,3
514,AST-08-00514,Control Valve,A - Critical,2013,13,Overdue,Overdue,8
515,AST-09-00515,Electrical Switchgear,B - Important,2013,13,Good,In Date,9
516,AST-06-00516,Centrifugal Pump,B - Important,2000,26,Good,In Date,6
517,AST-08-00517,Forklift,B - Important,2005,21,Overdue,In Date,8
518,AST-10-00518,Compressor,C - General,2012,14,Maintenance Due,In Date,10
519,AST-07-00519,Pressure Vessel,A - Critical,2004,22,Monitor,Due within 30 days,7
520,AST-04-00520,Compressor,B - Important,2014,12,Good,In Date,4
521,AST-08-00521,Gas Detector,C - General,2015,11,Good,Not Applicable,8
522,AST-07-00522,Compressor,B - Important,2004,22,Good,In Date,7
523,AST-10-00523,Pipeline Segment,B - Important,2021,5,Overdue,Overdue,10
524,AST-10-00524,Gas Detector,A - Critical,2005,21,Good,In Date,10
525,AST-04-00525,Pressure Vessel,B - Important,2012,14,Good,Overdue,4
526,AST-10-00526,Diesel Generator,B - Important,2016,10,Monitor,In Date,10
527,AST-11-00527,Gas Detector,B - Important,2009,17,Good,Overdue,11
528,AST-06-00528,Firewater Pump,A - Critical,2021,5,Monitor,In Date,6
529,AST-03-00529,Electrical Switchgear,B - Important,2021,5,Good,In Date,3
530,AST-09-00530,Diesel Generator,B - Important,2009,17,Good,In Date,9
531,AST-02-00531,Control Valve,A - Critical,1998,28,Good,In Date,2
532,AST-04-00532,Pressure Vessel,B - Important,1999,27,Good,Due within 30 days,4
533,AST-03-00533,Control Valve,A - Critical,2007,19,Good,Overdue,3
534,AST-09-00534,Diesel Generator,A - Critical,2009,17,Good,In Date,9
535,AST-09-00535,Control Valve,A - Critical,2008,18,Overdue,Overdue,9
536,AST-02-00536,Heat Exchanger,B - Important,2026,0,Good,In Date,2
537,AST-04-00537,Forklift,B - Important,2018,8,Good,In Date,4
538,AST-11-00538,Pipeline Segment,B - Important,2009,17,Good,Not Applicable,11
539,AST-06-00539,Pressure Vessel,B - Important,2015,11,Good,Not Applicable,6
540,AST-10-00540,Pipeline Segment,C - General,2025,1,Good,Overdue,10
541,AST-03-00541,Forklift,B - Important,2007,19,Good,In Date,3
542,AST-04-00542,Heat Exchanger,A - Critical,2004,22,Maintenance Due,In Date,4
543,AST-10-00543,Forklift,B - Important,2007,19,Good,In Date,10
544,AST-05-00544,Forklift,C - General,2013,13,Good,In Date,5
545,AST-04-00545,Electrical Switchgear,A - Critical,2011,15,Maintenance Due,In Date,4
546,AST-09-00546,Heat Exchanger,B - Important,2004,22,Monitor,Due within 30 days,9
547,AST-06-00547,Gas Detector,A - Critical,2018,8,Overdue,Due within 30 days,6
548,AST-02-00548,Storage Tank,C - General,2026,0,Good,In Date,2
549,AST-07-00549,Truck,B - Important,2001,25,Maintenance Due,Overdue,7
550,AST-04-00550,Crane,B - Important,2000,26,Good,Due within 30 days,4
551,AST-07-00551,Storage Tank,A - Critical,2005,21,Good,In Date,7
552,AST-04-00552,Control Valve,B - Important,2020,6,Good,Overdue,4
553,AST-04-00553,Firewater Pump,C - General,2008,18,Maintenance Due,Due within 30 days,4
554,AST-08-00554,Truck,B - Important,2025,1,Good,In Date,8
555,AST-01-00555,Pressure Vessel,A - Critical,2026,0,Good,In Date,1
556,AST-06-00556,Gas Detector,A - Critical,2003,23,Monitor,Not Applicable,6
557,AST-10-00557,Firewater Pump,B - Important,2007,19,Maintenance Due,In Date,10
558,AST-04-00558,Pressure Vessel,B - Important,2001,25,Overdue,Overdue,4
559,AST-05-00559,Forklift,B - Important,2022,4,Good,In Date,5
560,AST-03-00560,Diesel Generator,C - General,2004,22,Good,In Date,3
561,AST-10-00561,Control Valve,A - Critical,1999,27,Good,In Date,10
562,AST-05-00562,Truck,B - Important,2001,25,Good,Overdue,5
563,AST-08-00563,Control Valve,A - Critical,2022,4,Good,In Date,8
564,AST-10-00564,Forklift,B - Important,1998,28,Overdue,Overdue,10
565,AST-01-00565,Heat Exchanger,C - General,2011,15,Good,In Date,1
566,AST-05-00566,Firewater Pump,A - Critical,2012,14,Overdue,Overdue,5
567,AST-04-00567,Storage Tank,B - Important,2006,20,Good,In Date,4
568,AST-09-00568,Heat Exchanger,C - General,2017,9,Good,In Date,9
569,AST-08-00569,Firewater Pump,C - General,1998,28,Overdue,Overdue,8
570,AST-11-00570,Electrical Switchgear,A - Critical,2017,9,Overdue,Overdue,11
571,AST-07-00571,Truck,B - Important,2019,7,Good,In Date,7
572,AST-01-00572,Gas Detector,B - Important,2018,8,Maintenance Due,In Date,1
573,AST-10-00573,Diesel Generator,A - Critical,2016,10,Monitor,In Date,10
574,AST-01-00574,Crane,C - General,2011,15,Overdue,Due within 30 days,1
575,AST-05-00575,Gas Detector,B - Important,1998,28,Overdue,In Date,5
576,AST-02-00576,Heat Exchanger,B - Important,2016,10,Overdue,In Date,2
577,AST-05-00577,Forklift,A - Critical,2000,26,Overdue,Overdue,5
578,AST-05-00578,Centrifugal Pump,B - Important,2010,16,Good,In Date,5
579,AST-02-00579,Pipeline Segment,B - Important,2005,21,Maintenance Due,In Date,2
580,AST-09-00580,Pressure Vessel,B - Important,2002,24,Overdue,Overdue,9
581,AST-02-00581,Gas Detector,C - General,2001,25,Good,In Date,2
582,AST-06-00582,Truck,B - Important,1998,28,Good,In Date,6
583,AST-04-00583,Compressor,B - Important,2014,12,Maintenance Due,Not Applicable,4
584,AST-09-00584,Diesel Generator,B - Important,2016,10,Good,In Date,9
585,AST-02-00585,Crane,A - Critical,2026,0,Overdue,Overdue,2
586,AST-04-00586,Storage Tank,C - General,2002,24,Good,In Date,4
587,AST-11-00587,Electrical Switchgear,A - Critical,2026,0,Good,In Date,11
588,AST-06-00588,Pressure Vessel,C - General,2007,19,Maintenance Due,In Date,6
589,AST-06-00589,Compressor,B - Important,2004,22,Good,Due within 30 days,6
590,AST-04-00590,Separator,A - Critical,2018,8,Good,Due within 30 days,4
591,AST-08-00591,Centrifugal Pump,B - Important,2012,14,Good,Due within 30 days,8
592,AST-06-00592,Electrical Switchgear,B - Important,2022,4,Monitor,In Date,6
593,AST-07-00593,Pressure Vessel,A - Critical,2021,5,Good,In Date,7
594,AST-05-00594,Electrical Switchgear,a - critical,2025,1,Good,In Date,5
595,AST-10-00595,Pressure Vessel,A - Critical,1999,27,Maintenance Due,In Date,10
596,AST-07-00596,Control Valve,B - Important,1999,27,Maintenance Due,In Date,7
597,AST-06-00597,Storage Tank,b - important,2025,1,Maintenance Due,Not Applicable,6
598,AST-06-00598,Control Valve,B - Important,2015,11,Good,Due within 30 days,6
599,AST-02-00599,Separator,C - General,2012,14,Overdue,Overdue,2
600,AST-09-00600,Pressure Vessel,C - General,2000,26,Good,Due within 30 days,9
